make,model,year,mileage_km,condition,transmission,fuel_type,price_rm
Mazda,Mazda 3,2016,130745,Good,CVT,Petrol,22570
Mazda,CX-3,2025,13385,New,CVT,Petrol,106864
Mazda,CX-9,2011,254527,Fair,Automatic,Petrol,44602
Mazda,Mazda 3,2017,115673,Poor,Automatic,Petrol,19831
Mazda,CX-5,2014,172643,Fair,Automatic,Petrol,26207
Mazda,CX-5,2020,73253,Like New,Automatic,Petrol,123710
Mazda,Mazda 3,2012,208414,Fair,Automatic,Petrol,14083
Mazda,CX-5,2024,9330,Excellent,Automatic,Petrol,149752
Mazda,CX-3,2019,89025,Good,Automatic,Petrol,57592
Mazda,CX-5,2013,190218,Fair,Automatic,Petrol,34191
Mazda,Mazda 6,2022,69613,Good,CVT,Petrol,49182
Mazda,Mazda 6,2019,74787,Good,Automatic,Petrol,49625
Mazda,CX-9,2016,131723,Good,Automatic,Petrol,87176
Mazda,CX-5,2013,180278,Good,Automatic,Petrol,48285
Mazda,Mazda 3,2021,60116,Good,Automatic,Petrol,68959
Mazda,CX-9,2014,169147,Good,Automatic,Petrol,54909
Mazda,CX-3,2015,182733,Good,CVT,Petrol,27798
Mazda,CX-3,2024,30457,New,Automatic,Petrol,87570
Mazda,CX-3,2016,149356,Good,Automatic,Petrol,46067
Mazda,Mazda 6,2015,163571,Fair,Automatic,Petrol,40529
Mazda,Mazda 3,2016,154194,Good,Automatic,Petrol,46679
Mazda,CX-3,2025,3000,Like New,CVT,Petrol,107080
Mazda,Mazda 6,2021,85272,Good,CVT,Petrol,51861
Mazda,CX-5,2021,85741,Like New,Automatic,Petrol,72361
Mazda,Mazda 6,2022,39441,Good,Automatic,Petrol,71183
Mazda,CX-3,2025,3000,Like New,CVT,Petrol,76384
Mazda,CX-3,2024,18563,Like New,Automatic,Petrol,114338
Mazda,CX-9,2020,45141,Fair,Automatic,Petrol,107803
Mazda,CX-3,2025,12157,New,CVT,Petrol,129175
Mazda,Mazda 6,2018,116933,Good,CVT,Petrol,43126
Mazda,CX-5,2025,17074,Like New,CVT,Petrol,126977
Mazda,Mazda 3,2022,47454,Excellent,CVT,Petrol,78051
Mazda,Mazda 6,2015,148462,Fair,Automatic,Petrol,47297
Mazda,CX-9,2021,78814,Fair,Automatic,Petrol,62796
Mazda,CX-3,2019,100712,Good,Automatic,Petrol,36539
Mazda,Mazda 6,2012,211371,Poor,Automatic,Petrol,9136
Mazda,Mazda 3,2014,179681,Fair,CVT,Petrol,15393
Mazda,Mazda 6,2025,3000,New,Automatic,Petrol,46058
Mazda,Mazda 3,2015,189131,Good,Automatic,Petrol,39683
Mazda,Mazda 3,2021,41335,Excellent,CVT,Petrol,29101
Mazda,CX-3,2023,43303,Good,Automatic,Petrol,47510
Mazda,Mazda 3,2023,22699,Excellent,Automatic,Petrol,43826
Mazda,CX-3,2025,3000,Excellent,CVT,Petrol,67048
Mazda,CX-9,2022,52426,Good,CVT,Petrol,146917
Mazda,Mazda 3,2022,45842,Excellent,Automatic,Petrol,29053
Mazda,CX-3,2020,67203,Excellent,CVT,Petrol,43625
Mazda,CX-3,2018,93616,Good,Automatic,Petrol,34680
Mazda,Mazda 3,2021,55764,Excellent,CVT,Petrol,42017
Mazda,CX-3,2017,134348,Good,Automatic,Petrol,48323
Mazda,CX-3,2023,33610,Good,Automatic,Petrol,67160
Mazda,CX-9,2023,51027,Like New,CVT,Petrol,140840
Mazda,Mazda 3,2019,92102,Fair,CVT,Petrol,27912
Mazda,Mazda 6,2015,174604,Fair,CVT,Petrol,32049
Mazda,Mazda 3,2015,157441,Good,CVT,Petrol,18757
Mazda,Mazda 3,2012,208109,Poor,Automatic,Petrol,7727
Mazda,CX-9,2016,153125,Good,Automatic,Petrol,102079
Mazda,CX-5,2017,89300,Good,CVT,Petrol,74143
Mazda,Mazda 3,2022,47703,Excellent,CVT,Petrol,96252
Mazda,CX-3,2016,129897,Poor,CVT,Petrol,28364
Mazda,CX-9,2010,240699,Fair,Automatic,Petrol,51959
Mazda,Mazda 3,2022,34233,Fair,Automatic,Petrol,33722
Mazda,Mazda 6,2025,12457,New,Automatic,Petrol,116724
Mazda,CX-5,2011,257089,Poor,Manual,Petrol,25420
Mazda,CX-9,2020,48764,Like New,Automatic,Petrol,83655
Mazda,Mazda 3,2025,3000,Excellent,Automatic,Petrol,35550
Mazda,CX-9,2023,15742,Excellent,CVT,Petrol,108602
Mazda,CX-9,2014,160731,Fair,Automatic,Petrol,58266
Mazda,Mazda 3,2017,125918,Good,Automatic,Petrol,60543
Mazda,Mazda 3,2016,132871,Good,Automatic,Petrol,54674
Mazda,CX-9,2025,7088,Excellent,Automatic,Petrol,118337
Mazda,Mazda 6,2021,42111,Fair,Automatic,Petrol,69878
Mazda,Mazda 3,2016,149095,Good,CVT,Petrol,41356
Mazda,Mazda 6,2024,21234,Good,Automatic,Petrol,105182
Mazda,CX-9,2018,93866,Good,Automatic,Petrol,80575
Mazda,Mazda 6,2020,114189,Excellent,CVT,Petrol,76633
Mazda,Mazda 6,2019,76023,Good,Automatic,Petrol,53849
Mazda,Mazda 6,2022,43783,Good,Automatic,Petrol,54772
Mazda,CX-5,2010,241830,Fair,Automatic,Petrol,19021
Mazda,Mazda 6,2024,40222,Like New,CVT,Petrol,66278
Mazda,Mazda 6,2020,88215,Good,CVT,Petrol,93421
Mazda,CX-5,2014,162537,Fair,CVT,Petrol,51909
Mazda,CX-5,2016,168885,Fair,Automatic,Petrol,54250
Mazda,Mazda 6,2011,234606,Good,Manual,Petrol,19709
Mazda,CX-9,2022,73921,Fair,CVT,Petrol,80943
Mazda,CX-3,2020,62839,Good,Automatic,Petrol,49280
Mazda,CX-9,2023,9829,Good,Automatic,Petrol,74637
Mazda,Mazda 6,2018,80812,Fair,Automatic,Petrol,32373
Mazda,CX-5,2019,72908,Good,Automatic,Petrol,55959
Mazda,Mazda 3,2012,210854,Good,Automatic,Petrol,37657
Mazda,CX-3,2022,54491,Excellent,CVT,Petrol,88640
Mazda,Mazda 6,2025,12046,Like New,Automatic,Petrol,77378
Mazda,CX-9,2019,120400,Fair,Automatic,Petrol,107918
Mazda,CX-5,2024,3896,Like New,Automatic,Petrol,80454
Mazda,CX-9,2016,158794,Fair,CVT,Petrol,59667
Mazda,CX-3,2023,30027,Good,Automatic,Petrol,50505
Mazda,Mazda 6,2013,168799,Poor,Manual,Petrol,16853
Mazda,CX-3,2012,197579,Fair,Manual,Petrol,27653
Mazda,Mazda 6,2022,38789,Excellent,CVT,Petrol,94517
Mazda,Mazda 3,2017,110389,Good,Automatic,Petrol,19788
Mazda,Mazda 6,2025,3000,Good,Automatic,Petrol,51640
Mazda,CX-5,2020,104417,Good,CVT,Petrol,105131
Mazda,CX-9,2021,57731,Good,Automatic,Petrol,72203
Mazda,Mazda 3,2013,194729,Good,Automatic,Petrol,38089
Mazda,CX-3,2010,269262,Fair,Manual,Petrol,26148
Mazda,Mazda 6,2025,3000,Excellent,Automatic,Petrol,64025
Mazda,Mazda 6,2019,97154,Fair,Automatic,Petrol,50166
Mazda,Mazda 6,2021,44241,Excellent,CVT,Petrol,73250
Mazda,CX-3,2025,11675,Like New,CVT,Petrol,90852
Mazda,Mazda 3,2013,180332,Good,Automatic,Petrol,26146
Mazda,CX-9,2015,140972,Good,Automatic,Petrol,100862
Mazda,CX-5,2021,58031,Excellent,Automatic,Petrol,76524
Mazda,CX-3,2024,24759,Like New,Automatic,Petrol,117409
Mazda,Mazda 6,2016,142022,Fair,Automatic,Petrol,15148
Mazda,CX-5,2019,97372,Good,Automatic,Petrol,43712
Mazda,CX-3,2017,118484,Good,Automatic,Petrol,31213
Mazda,CX-3,2023,26473,Excellent,Automatic,Petrol,61063
Mazda,CX-5,2014,183153,Fair,Automatic,Petrol,49895
Mazda,CX-5,2024,23913,Excellent,Automatic,Petrol,112699
Mazda,CX-3,2019,71692,Excellent,Automatic,Petrol,81661
Mazda,CX-5,2011,250389,Fair,Manual,Petrol,35627
Mazda,CX-3,2010,242220,Fair,Automatic,Petrol,28470
Mazda,CX-5,2024,3000,New,Automatic,Petrol,61314
Mazda,CX-3,2017,126546,Good,CVT,Petrol,32808
Mazda,Mazda 3,2015,174832,Good,CVT,Petrol,40933
Mazda,Mazda 6,2011,219818,Fair,Automatic,Petrol,19507
Mazda,Mazda 6,2017,136031,Good,CVT,Petrol,23186
Mazda,CX-5,2018,99073,Fair,Automatic,Petrol,35926
Mazda,CX-3,2021,73290,Good,Automatic,Petrol,49786
Mazda,CX-9,2023,3000,Excellent,Automatic,Petrol,71555
Mazda,CX-3,2010,212712,Fair,Automatic,Petrol,26644
Mazda,Mazda 3,2021,70067,Excellent,Automatic,Petrol,76411
Mazda,Mazda 6,2020,82945,Good,Automatic,Petrol,39011
Mazda,Mazda 3,2022,20468,Excellent,Automatic,Petrol,63756
Mazda,CX-9,2012,201264,Good,Manual,Petrol,74193
Mazda,Mazda 3,2025,29298,Excellent,Automatic,Petrol,93228
Mazda,CX-5,2019,83525,Fair,Automatic,Petrol,36201
Mazda,CX-5,2010,262367,Fair,Manual,Petrol,23937
Mazda,CX-5,2016,135285,Poor,Automatic,Petrol,22860
Mazda,Mazda 6,2023,65217,Good,Automatic,Petrol,35061
Mazda,Mazda 6,2019,87112,Good,Automatic,Petrol,91631
Mazda,Mazda 6,2019,92141,Excellent,CVT,Petrol,71313
Mazda,CX-5,2020,53285,Excellent,Automatic,Petrol,111292
Mazda,Mazda 6,2024,8243,New,Automatic,Petrol,120495
Mazda,CX-9,2021,68005,Good,CVT,Petrol,125249
Mazda,Mazda 3,2022,44421,Good,Automatic,Petrol,42760
Mazda,CX-5,2013,188412,Fair,Automatic,Petrol,29535
Mazda,Mazda 6,2016,141080,Fair,Automatic,Petrol,24604
Mazda,Mazda 3,2019,96566,Fair,Automatic,Petrol,53864
Mazda,Mazda 3,2022,28571,Good,Automatic,Petrol,26154
Mazda,CX-5,2020,62564,Like New,Automatic,Petrol,55722
Mazda,Mazda 6,2019,73017,Good,Automatic,Petrol,24646
Mazda,CX-9,2013,212007,Good,Automatic,Petrol,39730
Mazda,CX-3,2022,58971,Good,CVT,Petrol,75672
Mazda,CX-9,2020,117035,Fair,Automatic,Petrol,96419
Mazda,Mazda 6,2023,41385,Good,Automatic,Petrol,61505
Mazda,CX-3,2020,70653,Good,Automatic,Petrol,84038
Mazda,CX-9,2020,87522,Fair,Automatic,Petrol,92874
Mazda,Mazda 6,2018,127547,Good,Automatic,Petrol,23739
Mazda,CX-5,2018,131291,Good,Automatic,Petrol,60226
Mazda,Mazda 6,2021,65532,Excellent,Automatic,Petrol,40535
Mazda,CX-9,2019,93374,Poor,Automatic,Petrol,32248
Mazda,CX-3,2016,141800,Poor,CVT,Petrol,26645
Mazda,Mazda 6,2017,142587,Good,Automatic,Petrol,21680
Mazda,CX-5,2017,154583,Fair,CVT,Petrol,34667
Mazda,Mazda 3,2016,171481,Fair,Automatic,Petrol,14907
Mazda,Mazda 6,2014,187591,Good,Automatic,Petrol,33936
Mazda,CX-3,2022,41145,Excellent,Automatic,Petrol,107123
Mazda,CX-9,2021,77577,Fair,Automatic,Petrol,111261
Mazda,Mazda 3,2012,172182,Good,Automatic,Petrol,11387
Mazda,CX-9,2019,107353,Fair,Automatic,Petrol,43906
Mazda,Mazda 6,2010,242428,Poor,Automatic,Petrol,16038
Mazda,Mazda 6,2025,21247,New,Automatic,Petrol,111859
Mazda,CX-3,2014,165121,Fair,Automatic,Petrol,29755
Mazda,CX-3,2015,169404,Fair,Automatic,Petrol,45145
Mazda,CX-5,2016,164170,Good,CVT,Petrol,34744
Mazda,CX-3,2021,53971,Excellent,Automatic,Petrol,97337
Mazda,CX-5,2020,71772,Good,CVT,Petrol,106617
Mazda,CX-5,2017,117545,Good,Automatic,Petrol,65888
Mazda,CX-5,2011,237199,Fair,Automatic,Petrol,34775
Mazda,CX-3,2014,183706,Poor,Automatic,Petrol,25889
Mazda,Mazda 6,2020,51809,Excellent,Automatic,Petrol,79689
Mazda,CX-5,2025,3000,Excellent,Automatic,Petrol,138287
Mazda,CX-3,2014,182694,Poor,CVT,Petrol,20925
Mazda,CX-9,2025,15859,New,Automatic,Petrol,138523
Mazda,CX-3,2021,46731,Good,Automatic,Petrol,44299
Mazda,Mazda 6,2023,8406,Good,CVT,Petrol,98481
Mazda,CX-9,2017,133526,Good,CVT,Petrol,121392
Mazda,CX-3,2011,210982,Good,Automatic,Petrol,38878
Mazda,CX-9,2019,99880,Poor,Automatic,Petrol,65553
Mazda,CX-5,2020,65840,Excellent,Automatic,Petrol,62103
Mazda,CX-3,2023,3000,Fair,Automatic,Petrol,43659
Mazda,CX-5,2024,11742,New,CVT,Petrol,141105
Mazda,CX-3,2011,235849,Good,Automatic,Petrol,28775
Mazda,CX-5,2020,90578,Good,Automatic,Petrol,87906
Mazda,CX-5,2017,143088,Fair,Automatic,Petrol,68083
Mazda,Mazda 6,2010,247781,Poor,Automatic,Petrol,9836
Mazda,Mazda 6,2012,214423,Good,Manual,Petrol,25342
Mazda,CX-5,2022,28742,Good,CVT,Petrol,66069
Mazda,CX-9,2013,209125,Poor,Automatic,Petrol,19648
Mazda,CX-9,2012,217046,Fair,Manual,Petrol,58628
Mazda,CX-9,2020,68395,Fair,Automatic,Petrol,121796
Mazda,CX-9,2022,56275,Excellent,Automatic,Petrol,164379
Mazda,CX-3,2019,92326,Fair,Automatic,Petrol,62032
Mazda,CX-5,2018,117662,Fair,CVT,Petrol,70445
Mazda,Mazda 6,2015,164844,Good,Automatic,Petrol,33929
Mazda,Mazda 6,2012,212488,Fair,Manual,Petrol,18042
Mazda,Mazda 6,2011,230098,Fair,Automatic,Petrol,13101
Mazda,CX-3,2021,70890,Good,CVT,Petrol,72916
Mazda,CX-3,2022,49809,Like New,Automatic,Petrol,78072
Mazda,Mazda 6,2018,99130,Excellent,Automatic,Petrol,68191
Mazda,Mazda 6,2020,85712,Fair,Automatic,Petrol,59744
Mazda,CX-5,2022,66411,Excellent,Automatic,Petrol,129742
Mazda,CX-3,2022,22387,Excellent,CVT,Petrol,45290
Mazda,CX-9,2016,147900,Good,CVT,Petrol,131828
Mazda,CX-5,2018,138497,Good,CVT,Petrol,79955
Mazda,Mazda 6,2015,170178,Good,CVT,Petrol,65843
Mazda,CX-3,2022,77345,Excellent,CVT,Petrol,49485
Mazda,CX-9,2016,130497,Poor,CVT,Petrol,36964
Mazda,Mazda 6,2022,33734,Good,Automatic,Petrol,73677
Mazda,CX-5,2017,153002,Fair,CVT,Petrol,41252
Mazda,CX-5,2019,103995,Good,CVT,Petrol,47247
Mazda,Mazda 6,2025,3000,New,Automatic,Petrol,54603
Mazda,CX-9,2025,6026,New,Automatic,Petrol,188899
Mazda,Mazda 3,2019,102720,Fair,Automatic,Petrol,40809
Mazda,CX-9,2025,20821,New,Automatic,Petrol,191976
Mazda,Mazda 3,2013,178715,Poor,Manual,Petrol,20261
Mazda,CX-3,2025,9392,New,Automatic,Petrol,120605
Mazda,Mazda 3,2020,100325,Excellent,Automatic,Petrol,54263
Mazda,CX-3,2024,27700,Like New,Automatic,Petrol,54548
Mazda,Mazda 6,2023,23385,Fair,Automatic,Petrol,80926
Mazda,CX-5,2024,3000,Like New,Automatic,Petrol,124991
Mazda,Mazda 6,2015,116452,Poor,Automatic,Petrol,10702
Mazda,Mazda 3,2010,248466,Good,Manual,Petrol,20205
Mazda,Mazda 3,2025,11245,Like New,Automatic,Petrol,100522
Mazda,Mazda 3,2022,51998,Excellent,CVT,Petrol,95218
Mazda,Mazda 6,2016,159013,Good,CVT,Petrol,26894
Mazda,Mazda 6,2022,51710,Fair,Automatic,Petrol,51559
Mazda,CX-5,2019,113673,Good,CVT,Petrol,59915
Mazda,CX-5,2021,87867,Excellent,CVT,Petrol,73072
Mazda,CX-3,2025,8946,Good,Automatic,Petrol,67308
Mazda,Mazda 3,2020,42268,Excellent,Automatic,Petrol,71230
Mazda,Mazda 3,2024,27561,New,Automatic,Petrol,86498
Mazda,CX-3,2019,108404,Good,Automatic,Petrol,55711
Mazda,CX-9,2014,198838,Fair,Automatic,Petrol,79558
Mazda,CX-5,2018,125422,Good,Automatic,Petrol,95990
Mazda,Mazda 6,2016,135555,Fair,Automatic,Petrol,55904
Mazda,Mazda 3,2017,130448,Fair,CVT,Petrol,38418
Mazda,CX-9,2013,171606,Fair,Automatic,Petrol,77857
Mazda,CX-9,2024,8369,Like New,Automatic,Petrol,150975
Mazda,CX-3,2020,85196,Excellent,Automatic,Petrol,60692
Mazda,CX-3,2024,21927,New,Automatic,Petrol,106429
Mazda,CX-3,2022,55272,Good,Automatic,Petrol,39926
Mazda,CX-9,2019,81797,Fair,CVT,Petrol,50817
Mazda,Mazda 3,2016,125813,Excellent,Automatic,Petrol,69057
Mazda,CX-3,2017,116109,Good,Automatic,Petrol,44301
Mazda,CX-9,2018,106635,Good,Automatic,Petrol,79061
Mazda,Mazda 6,2025,13100,Excellent,Automatic,Petrol,97518
Mazda,CX-3,2010,232287,Poor,Manual,Petrol,17807
Mazda,CX-9,2025,14318,Excellent,Automatic,Petrol,142249
Mazda,CX-3,2020,60801,Fair,CVT,Petrol,58155
Mazda,Mazda 6,2025,13207,New,Automatic,Petrol,75896
Mazda,Mazda 3,2025,12811,Excellent,Automatic,Petrol,57111
Mazda,CX-3,2024,20121,New,CVT,Petrol,100563
Mazda,CX-3,2022,37681,Good,Automatic,Petrol,85699
Mazda,Mazda 3,2011,226097,Good,Automatic,Petrol,32852
Mazda,Mazda 3,2022,49083,Excellent,Automatic,Petrol,89288
Mazda,Mazda 3,2025,3000,Excellent,Automatic,Petrol,46244
Mazda,CX-3,2025,9533,New,CVT,Petrol,105999
Mazda,CX-5,2023,18490,Good,Automatic,Petrol,68118
Mazda,CX-3,2020,80976,Fair,Automatic,Petrol,35225
Mazda,CX-9,2023,26775,Good,CVT,Petrol,135454
Mazda,Mazda 3,2014,189959,Poor,Automatic,Petrol,16633
Mazda,CX-9,2014,185534,Poor,CVT,Petrol,55436
Mazda,CX-3,2011,234628,Poor,Automatic,Petrol,19859
Mazda,CX-3,2025,3000,New,Automatic,Petrol,98732
Mazda,CX-3,2013,215262,Good,Manual,Petrol,48980
Mazda,Mazda 6,2024,37453,New,CVT,Petrol,106902
Mazda,CX-9,2015,205219,Fair,CVT,Petrol,31055
Mazda,Mazda 6,2025,35854,Like New,Automatic,Petrol,126984
Mazda,Mazda 3,2014,163593,Fair,Automatic,Petrol,9526
Mazda,Mazda 6,2010,229638,Fair,Manual,Petrol,25450
Mazda,Mazda 6,2024,30643,Like New,Automatic,Petrol,45213
Mazda,CX-9,2016,145568,Excellent,Automatic,Petrol,114384
Mazda,Mazda 3,2012,200296,Poor,Automatic,Petrol,7936
Mazda,CX-5,2019,52206,Good,Automatic,Petrol,94744
Mazda,CX-9,2022,47150,Excellent,Automatic,Petrol,210686
Mazda,Mazda 3,2025,5613,New,Automatic,Petrol,79768
Mazda,CX-5,2015,147528,Good,Automatic,Petrol,44283
Mazda,Mazda 3,2013,182871,Good,Manual,Petrol,35371
Mazda,Mazda 6,2021,62151,Good,Automatic,Petrol,78013
Mazda,Mazda 3,2016,141598,Good,CVT,Petrol,38030
Mazda,CX-5,2014,174931,Fair,Automatic,Petrol,58638
Mazda,CX-9,2011,224785,Fair,Manual,Petrol,57864
Mazda,CX-9,2012,213885,Poor,Automatic,Petrol,37313
Mazda,CX-3,2024,19574,Good,CVT,Petrol,91583
Mazda,CX-3,2017,163678,Good,Automatic,Petrol,46767
Mazda,CX-9,2020,70865,Excellent,Automatic,Petrol,86691
Mazda,CX-9,2021,53666,Good,Automatic,Petrol,73857
Mazda,CX-5,2022,65319,Good,Automatic,Petrol,47542
Mazda,CX-3,2022,27982,Good,Automatic,Petrol,51132
Mazda,CX-3,2022,68209,Good,Automatic,Petrol,74723
Mazda,CX-3,2016,140353,Fair,Automatic,Petrol,27895
Mazda,CX-3,2013,152524,Good,Automatic,Petrol,27675
Mazda,CX-9,2015,150167,Excellent,CVT,Petrol,77876
Mazda,CX-3,2023,27245,Fair,Automatic,Petrol,60669
Mazda,CX-9,2024,3000,New,CVT,Petrol,206890
Mazda,CX-9,2021,73696,Excellent,CVT,Petrol,120952
Mazda,CX-5,2019,63002,Good,Automatic,Petrol,73952
Mazda,CX-5,2010,230924,Poor,Manual,Petrol,25131
Mazda,CX-3,2020,105742,Excellent,CVT,Petrol,61334
Mazda,CX-3,2015,175518,Good,CVT,Petrol,39603
Mazda,Mazda 6,2021,82418,Excellent,Automatic,Petrol,79179
Mazda,Mazda 3,2022,35434,Excellent,CVT,Petrol,24369
Mazda,CX-3,2021,55426,Excellent,Automatic,Petrol,93401
Mazda,CX-9,2013,204020,Fair,Automatic,Petrol,42223
Mazda,Mazda 6,2010,239567,Poor,Manual,Petrol,17520
Mazda,CX-5,2025,18685,Like New,CVT,Petrol,168176
Mazda,CX-3,2019,129588,Excellent,Automatic,Petrol,35805
Mazda,Mazda 6,2014,188210,Poor,Automatic,Petrol,26158
Mazda,Mazda 3,2021,71127,Excellent,Automatic,Petrol,84454
